"BIC","LEI"
"PMONUS33XXX","5493003LHZE6QR4CED05"
"PMSRIT21XXX","815600B96B5ACCE1B345"
"PMSSITR1XXX","8156007DC4937FDCA088"
"PMTLGB2LXXX","353800234ACMNOQTYZ36"
"PMURGB2LXXX","213800GM8RB7MS4L3Z24"
"PNBMGB2LXXX","8945002FWV05NGBXJJ26"
"PNBMPHMMXXX","549300AFS0UU6SDK2K95"
"PNBPCNSHXXX","300300C1132231000062"
"PNBPGB2WXXX","BWS7DNS2Z4NPKPNYKL75"
"PNBPIE2DXXX","SX0CI4F7GVW5530ZMN03"
"PNBPUS3WXXX","88KRVSOEKUGQZJ3DKW55"
"PNCCUS33XXX","AD6GFRVSDT01YPT1CS68"
"PNCCUS44XXX","BXQIPS4X96ECJRYS5H05"
"PNDKDKKKXXX","213800FUOGGLQ4FL3R57"
"PNFOSES1XXX","549300X3BDG37I68ON28"
"PNFPUS44XXX","549300CDOC4F7XSRG390"
"PNLLGB21XXX","5493002OK1F0AG406L60"
"PNMTUS33XXX","549300O3G37UC4C5EV40"
"PNPPSESSXXX","549300TVKOKWK4A79F04"
"PNSLIT21XXX","81560082DAF0B7732367"
"PNSRITM1XXX","815600A9D2FBB26CD958"
"PNSSITM1XXX","815600A3F969AA3C6B36"
"PNUAUS62XXX","9845003BCDUEECB7D507"
"PNUSIT21XXX","815600A9065FDC44D049"
"POACIT21XXX","8156001801D8FC90EB84"
"POAEFIH1XXX","549300FVFD5HBP6XE830"
"POALILITXXX","B6ARUI4946ST4S7WOU88"
"POAOIT21XXX","815600DFD8358B755083"
"POBCIT21XXX","8156002CAC2142DED815"
"POBFSI21XXX","213800XQVC7ZTHV56Y85"
"POBNSKBAXXX","315700PLTAXHBHZP5J02"
"POCAIT3CXXX","815600E834970DF7E894"
"POCCUS41XXX","254900N08TPC4T3QE997"
"POCHCH2BXXX","5299008IS7CFPGNAOS18"
"POCNUS31XXX","549300RDPTGGMLJ6RC07"
"POCOIE21XXX","635400NEZTIT83WHGM88"
"POCPGB21XXX","HS1F8TAWP3K9648AX190"
"POCSIT31XXX","815600DA9F0ECED74912"
"POCTGB21XXX","213800XQQ7EZBHYC2G17"
"POCUIE21XXX","6354005EHJWAEXPDFT12"
"POCZPLP4XXX","259400DAAAR5M4A6SI23"
"PODSPLA1XXX","259400DA361ILAP57Y45"
"PODSPLP1XXX","259400DA361ILAP57Y45"
"POEQIE21XXX","2138007232T7JB81CP53"
"POERITM1XXX","815600A1A016B273BF61"
"POFICHBEXXX","5299000LHOLXRRD8L428"
"POFLITR1XXX","815600D862D0E1335662"
"POFOIT3FXXX","8156002B59DB115DFF81"
"POFRNL2RXXX","724500JSY5LM1CGP1114"
"POFTIT21XXX","815600869F4B87759519"
"POGAES2CXXX","959800U254WM470TRW79"
"POGEFR21XXX","969500T74BGTAKN9AL59"
"POHGFIH1XXX","7437003B5WFBOIEFY714"
"POHLAU41XXX","2549000K7N9T4QREED49"
"POHOEE22XXX","894500LOBVBNER930U52"
"POIAGB21XXX","213800P695R8W84JCK96"
"POIIIT21XXX","815600ECEF9271AD8759"
"POILUS33XXX","549300QNR45E3A715J87"
"POIMGB21XXX","549300DLFISJFXEUB520"
"POIRITM1XXX","815600B3A4CE6C183C72"
"POISBY2XXXX","2534009ARDTY9AMF4752"
"POLBHU22XXX","5299005VTV9V4ZHC6L98"
"POLCIT31XXX","815600F89783A915B158"
"POLGIT21XXX","8156008B5A6D3D9AF935"
"POLHATW1XXX","L1KYU4S2DP5PX3R3OJ59"
"POLLCAT1XXX","5493002Q6TEMGS1BGC56"
"POLOUS31XXX","8HC7I8VUO6KVG4BSOE34"
"POLRIT21XXX","815600C28E461AE6F642"
"POLUPLPRXXX","BB3BGO3LCED63R8R9R41"
"POMCIT21XXX","8156009EB524C3EAEF33"
"POMNFR22XXX","9695001VLC2KYXX0DW73"
"POMSIT21XXX","815600B634BB07E05C27"
"PONAUS33XXX","549300E0WPRCJMXMUM09"
"PONHNL22XXX","724500Q28MA9H8CE6506"
"PONSIT21XXX","815600DA9672C415C153"
"POOAFI21XXX","743700MRIEL5SJ6YUR33"
"POOCSKB1XXX","315700GPZOJCFKW2B647"
"POOIIT22XXX","8156000C463883C4AA49"
"POOMIT31XXX","8156001C80AE25265D64"
"POONFI21XXX","743700CL719AIFR46561"
"POOPFI21XXX","743700HE1XP3MG000T16"
"POOSFI21XXX","743700GFD1LTRFQ5F539"
"POOUFI21XXX","7437007LJK24K8KRH254"
"POOVIT21XXX","815600AD0517EABD4E86"
"POPAGB21XXX","549300DVF4EIWTEUDA46"
"POPBESM1XXX","9598005DXJFLURR00H40"
"POPBESM1XXX","5493006QMFDDMYWIAM13"
"POPBESM1XXX","9598008JTB0XRPA09978"
"POPBESM1XXX","959800V67QAE4RLRQQ65"
"POPFFI22XXX","743700RFAN8QA5JFA150"
"POPGIT21XXX","8156001749FD9F374D04"
"POPJSI21XXX","213800XQVC7ZTHV56Y85"
"POPLESMMXXX","549300Q17EOFMB1AGS79"
"POPOPLP1XXX","259400F669WGVYGLHT55"
"POPRIT3RXXX","8156008B43CE788F4932"
"PORBITR1XXX","81560050DDEB2911F197"
"PORCAT21XXX","529900L89TGSPV9OU151"
"POREIT21XXX","81560082C72A4920D924"
"PORHDES1XXX","529900XQ4IGU0HRIRQ17"
"PORHDESTXXX","529900EWEX125AULXI58"
"PORIIT21XXX","815600C58604C1816820"
"PORLROBUXXX","529900XIGDAMPGRLP324"
"PORPAU31XXX","2138003EF9TRLJP2SS49"
"PORTDEDDXXX","549300W1QYDI0OYR2P73"
"PORUIE21XXX","635400QVECIE7CDU3U93"
"PORVCOBBXXX","54930091S5RBO7D1SJ03"
"PORZFR21XXX","969500DEM67LRGQOTV19"
"POSBRUMMXXX","2534001VHLQ1L34HNW95"
"POSDPLP1XXX","2594005N4LFC0QUA3H49"
"POSHILI1XXX","25490026YLGBRVFNTV42"
"POSNIT21XXX","81560085446E4A223993"
"POSOCH22XXX","YF5U1PMQND8LTA68GO19"
"POSOIT22XXX","J48C8PCSJVUBR8KCW529"
"POSUCAT1XXX","54930047VT047QI4EM75"
"POTCPTPTXXX","549300UNIB7M2AXUXS35"
"POTEIT21XXX","81560083D3302D39C641"
"POTHGB22XXX","984500EA5OJ845F9D798"
"POURITT1XXX","815600AC8DA3E5C4BF20"
"POUYFR21XXX","969500OHL6QPAP9VW221"
"POVAIT21XXX","81560032A7FF3DCDAA54"
"POVEIT33XXX","815600CD21E818779138"
"POVLIT22XXX","8156009E04473916A694"
"POVRITR1XXX","8156007C509BF953E065"
"POVSIT21XXX","815600D1BF865AA20B89"
"POWASGS1XXX","635400GIJMVHO4MDQI52"
"POWHCY22XXX","2138003UJXVWKJIH9G72"
"POWNFRP1XXX","529900J0JGLSFDWNFC20"
"POWOIT21XXX","8156000100E7D2F1E690"
"POYETRI1XXX","789000FCGKBAHN2G1Q81"
"POYNTRI1XXX","789000EJIA9VE9VCSM88"
"POYRGB21XXX","213800HZTUSEIN3M1Z46"
"POZNPLP1XXX","5299005CK2AG0JENX496"
"PPABPLPKXXX","NMH2KF074RKAGTH4CM63"
"PPACITM1XXX","81560094A389646CAF21"
"PPAEUS44XXX","JJRYDUHUMCZ72M58YS96"
"PPAIESMMXXX","959800HRCF66XSHN8R37"
"PPALUS61XXX","LBQ3CAGQB6M55WHL3G85"
"PPALUS66XXX","LBQ3CAGQB6M55WHL3G85"
"PPAMCZP1XXX","315700MCPK8SSD93WF34"
"PPAPAU32XXX","25490073M5XQ0AS56485"
"PPARIT31XXX","81560046656D8D380518"
"PPAYITR1XXX","81560006CC40E9A86833"
"PPBIUS66XXX","549300NTH6N72ZZNX948"
"PPBKCHG1XXX","QHSFEYI7HUOXXZ413E03"
"PPBLVUVUXXX","789000O8ECT10W21OO36"
"PPBUPHMMXXX","254900FO9VFC2G82TD67"
"PPCAUS33XXX","9N3UAJSNOUXFKQLF3V18"
"PPCCITM1XXX","8156008F25C4B0E7C860"
"PPCEIT21XXX","8156009A82183519A220"
"PPCLITM1XXX","8156002665AE1C405741"
"PPCPZAJJXXX","5299002A9K9AKAFFIS09"
"PPCUIE21XXX","635400XMOV4PZNTHJW84"
"PPDIUS33XXX","ID68VQS76NCQMZURWQ33"
"PPDODKK1XXX","549300OVB176OMK4Y420"
"PPEAUS55XXX","254900Q9T600TUK1R135"
"PPEEITM1XXX","815600C36B3D0988AB30"
"PPELITM1XXX","815600BCA9C640152526"
"PPEPGB21XXX","549300ZIIULAZVZYPH61"
"PPERITM1XXX","8156000C1733044CEE27"
"PPESITM1XXX","815600B42D80C2493B22"
"PPGADKK1XXX","549300W34LL57Z8HVU44"
"PPGINL22XXX","549300ZFTE242TUMKM36"
"PPHODE22XXX","391200BXY0KSEHNEEL14"
"PPIMCAM2XXX","5493006SXR2Y4OZ2UP54"
"PPJLITM1XXX","815600E994C9CBD35858"
"PPJRITM1XXX","815600E650799110F835"
"PPLCIE21XXX","63540069ILR6MYG9XA11"
"PPLLUS31XXX","5493003FKBYHN9NCWA12"
"PPLXLULLXXX","549300ZV1RSA9F0LU821"
"PPMLSGS1XXX","549300T0KLGA41EVVR68"
"PPMSIT31XXX","8156002BDA834C0ADF36"
"PPMTZAJCXXX","549300G012A1BYW7RZ59"
"PPOLDKK1XXX","549300UQ40KIFBTZQV27"
"PPPEGB21XXX","5493008LE8WY2FYVBP96"
"PPPRITM1XXX","815600631DF647DCEA74"
"PPPVLUL2XXX","9845009E0OE750F7D694"
"PPRFFRPPXXX","969500L43KS2DC9E5M93"
"PPRLITM1XXX","815600AF2C2FBC9B0588"
"PPROGB21XXX","549300E47SRJ0FIEPR65"
"PPRSITM1XXX","815600567C90B1DA5F14"
"PPSCUS66XXX","549300S4WU4W1Z92RF77"
"PPSEIE22XXX","529900OZQ1TVCW9OFX05"
"PPSIFI22XXX","875500I1DKL1BN72EU77"
"PPSLUS33XXX","549300LGG2RLWD21SU97"
"PPSPSES1XXX","549300HNOEWVOXIE8187"
"PPTRITM1XXX","815600E62CF6187DA507"
"PPTSITM1XXX","815600F013057928AF26"
"PPTYAU21XXX","254900LF1GONZCZ9ZN63"
"PPVEGB21XXX","213800D62YIAFF4IIB75"
"PQCOUS33XXX","2H1FRGMQKKSWC9PFJY28"
"PRACIT31XXX","8156000FA4166F1C2337"
"PRAHINB1XXX","335800K4N2RBFVVKTC52"
"PRAOUS61XXX","5493001YL0M8HWNPEN55"
"PRARGB21XXX","213800LDRAXN2C28UP85"
"PRAUIT21XXX","8156004D03EAA217DB61"
"PRAVUAUKXXX","549300OP3ZTC2ZENVK65"
"PRAXGGS1XXX","2138007TW2T6EAHOTJ15"
"PRAYHKH1XXX","254900VYV9FDVIZ0KX64"
"PRBAARBAXXX","579100JDDBCKJJEJC067"
"PRBECHZZXXX","549300GOQKT1GAWYRL17"
"PRBFFRP1XXX","969500NV1KESDG5G9V85"
"PRBLBDDHXXX","549300YFT14H8HRQ5D03"
"PRBONO22XXX","894500ODSPS2E5QWS317"
"PRBUMK22XXX","529900KV2PIIIY2GBT84"
"PRCAGB21XXX","984500EMDDPE7CE3E037"
"PRCBBGSFXXX","529900NLNI85YIRQX052"
"PRCBDEFFXXX","529900H9255HSTOGDY35"
"PRCBECEQXXX","529900V7V6PQKM5WSQ15"
"PRCBMD22XXX","529900UUEJRTK2FUKK65"
"PRCBNIMAXXX","529900PZZEGMY5Q19119"
"PRCBRSBGXXX","529900AXI13GYCMF1X52"
"PRCBSVSSXXX","529900PU8N1WYQ63WV30"
"PRCGGB21XXX","213800Q6LW85M22SGX13"
"PRCHDEF1XXX","529900LIN8L1K9MLTR09"
"PRCKCY21XXX","213800AXCQ9J9EVHNP33"
"PRCLES22XXX","959800HNER9KKQWS8453"
"PRCNGB21XXX","21380046BLMA7H864C55"
"PRCSITM1XXX","815600A5F2199EFB6F60"
"PRCTGB21XXX","QZQVIWRC4GBR80XTCY46"
"PRCUIE21XXX","635400SPRSJ5LC5H3Q54"
"PRDDIT21XXX","815600AED8B8D7E5D845"
"PRDGGGSPXXX","213800SIBC5KH8VFX532"
"PRDHZWH1XXX","254900OS9SN27SUT8854"
"PRDIUS33XXX","549300GBPH5PK1AIGV76"
"PRDLUS41XXX","549300HFW4QUVXW50634"
"PRDNGB21XXX","213800JDUB2TC3GM5189"
"PRDPCNBNXXX","300300C1372533000044"
"PRDRGB21XXX","213800ZX7D4KYJ2W1948"
"PRDSES2MXXX","95980034S6RW0S65CZ90"
"PRDTNGLAXXX","029200648E6L8VI4G586"
"PRDUFRP1XXX","969500MEAH4AK68JBY25"
"PREDFRP1XXX","96950018S1XWUGVC0E95"
"PREETWTPXXX","2549003O85RNZ1LL3Y88"
"PREIUS66XXX","549300G1RZOIMQYVDW26"
"PREQNL21XXX","315700HE97OMMK92ND95"
"PREUFRP1XXX","96950085DHGG9K8CYV50"
"PRFDUS31XXX","549300SNCWUUNHA5EL28"
"PRFLUS33XXX","254900MPKKQDGRJC2S10"
"PRFMGB2SXXX","213800IF891AO3C3TU63"
"PRFOSKB1XXX","097900BHIY0000081525"
"PRFRUS41XXX","5493007WOQE7MEFUB492"
"PRFRUS6LXXX","5493007K6HGI9G0ECX16"
"PRFUFRP1XXX","9695009FIABOZ346XE79"
"PRFVGB2LXXX","213800RZSDK2H99RLB55"
"PRGAFRP1XXX","969500P3TC6WLME6TN41"
"PRGEFRP1XXX","969500LW8TECNTP84D31"
"PRGFUS31XXX","B2XP4TQXVO2CZP3OMQ85"
"PRGGITM1XXX","81560096C87A5161B705"
"PRGIIT21XXX","815600F112E44FED3459"
"PRGKDE66XXX","5299006TWTYFNXLFV488"
"PRGNGB21XXX","213800ZD686TR7FEP983"
"PRGRFRPPXXX","52990097YFPX9J0H5D87"
"PRGTFRP1XXX","969500K0T571BB4UAF05"
"PRGVGB2LXXX","213800I9R63HTSO59405"
"PRHRDOSDXXX","894500F1U0YFE8O42602"
"PRHSUS33XXX","549300FCCX7ZOS4X4T94"
"PRIBCHGGXXX","QZAX5KDO7LYVCVW3EB91"
"PRIBCHGGXXX","52990049YMGDGTAMFX97"
"PRIBLULLXXX","5493009T9IBHZZKFR082"
"PRICRUM1XXX","2534005CNLWSGNPLG062"
"PRIEKENXXXX","549300Z7QC1FFRWQJR77"
"PRIKIT21XXX","81560090FE531AC98D97"
"PRILGB21XXX","213800JDUB2TC3GM5189"
"PRINGB21XXX","2138003CSNVJEPFZ3U52"
"PRIORU2JXXX","2534000HKBB8MZGNPE40"
"PRIVFRPPXXX","2138008864ADTHGQP554"
"PRJCRU31XXX","25340083BKK3QVY4X088"
"PRLAIT31XXX","8156003961E1CE7ABA86"
"PRLCRU21XXX","25340035L0GMHLC88680"
"PRLEIT23XXX","815600715D60D46ED444"
"PRLMUS41XXX","TGK3KJG6UJLG6VRMTI83"
"PRLNITM1XXX","815600DC6CF1ED42EF87"
"PRLPUS42XXX","549300GJUS3RD4RG4D56"
"PRLRIT31XXX","815600AACEC00DFEFE02"
"PRLSITM1XXX","8156008D84861E936510"
"PRLTIT21XXX","8156001126FB0F8CC185"
"PRLVITM1XXX","549300VM44QZZJGWJW19"
"PRMAGB21XXX","549300UKPMR7RBWFH039"
"PRMHUS33XXX","5493006IWRE2XY13Y141"
"PRMPITM1XXX","549300FEFKSO50KOU830"
"PRMPITM1XXX","549300WOBRPULA5AUP12"
"PRMRBDDHXXX","254900XR8J1QA94DGB62"
"PRMSRUMMXXX","VX43JDHPWL0M8GQ0QU45"
"PRMTRU8VXXX","253400URAPVQ3J1HQG33"
"PRMUFR21XXX","969500PLXWV5LC30OQ67"
"PRMYUS61XXX","254900YBJPASOJ076244"
"PRNAGB21XXX","549300X7R5O3QR04Z939"
"PRNCFRP1XXX","969500RXEEGAVUKZBQ92"
"PRNDUS33XXX","5493004NH61PL6YYNH25"
"PRNFGB22XXX","98450098UBDB4BM8A761"
"PRNLUS51XXX","549300KH8TWZHTVN7L56"
"PRNNGB21XXX","2138009W1RE5RKQCRZ04"
"PRNOIT21XXX","815600779A7F8D5BA141"
"PRNSFRP1XXX","894500RN9XVEKRWKGD56"
"PRNTGB21XXX","213800M72FG9VP14FG24"
"PRNYGB2LXXX","254900OLO2MJZQ9R6D97"
"PROAESMMXXX","95980020140005388333"
"PROCFRPPXXX","9695002ZQFZGWDVXU826"
"PRODECEQXXX","254900ICAWY9ANMSRD19"
"PROFITMMXXX","RRAN7P32P0W0YY4XQW79"
"PROGGB21XXX","54930035LV8RHKWLK185"
"PROJFRP1XXX","213800H2UOPJDGKRTY19"
"PROJFRP1XXX","969500VHT1ZNPVWOYF63"
"PROMFR22XXX","969500C7QC6Z1EIRQQ02"
"PROQGB21XXX","894500S14X5XXA7XWX11"
"PROSITNNXXX","815600B43BECA3919584"
"PROYUS44XXX","549300D003QRZFSQ4N43"
"PROZSI21XXX","315700BBRQHDWX6SHZ00"
"PRPBIT21XXX","815600D47D3290BEC716"
"PRPCFR21XXX","969500YNEM19E2PYNH39"
"PRPDIT21XXX","815600A2B3D017BB2A26"
"PRPFBMH1XXX","254900LNEB2GQFQZTO83"
"PRPGGB21XXX","549300P26ZSW59JDOM79"
"PRPHITM1XXX","815600C1F189CFBDBD47"
"PRPMGB21XXX","213800ICVRLPU57BQ280"
"PRPVFR21XXX","969500E1UIZQSD6S9N75"
"PRRCIT31XXX","9845002C51REO59CDF79"
"PRRDIT21XXX","815600DBB2D8C83A6490"
"PRROFR21XXX","969500T209JU5QGRRF16"
"PRRSFRP1XXX","969500VHT1ZNPVWOYF63"
"PRRSFRP1XXX","213800H2UOPJDGKRTY19"
"PRRTIT21XXX","815600A3B97D6806F530"
"PRRUCNB1XXX","3003007HSXGKMW6YUA04"
"PRRVIT21XXX","8156008AFFA60CA99A63"
"PRSBRU2PXXX","253400D0R1WTEK19WM57"
"PRSDGB21XXX","213800OWKJBRZTLDMX19"
"PRSFSEG1XXX","549300Y8ZX6716L5AZ68"
"PRSHCA91XXX","5493000WV47FDC28QG89"
"PRSHUS33XXX","ZI8Q1A8EI8LQFJNM0D94"
"PRSMZAJJXXX","213800M4QRJUQAAI5Y46"
"PRSVFRP1XXX","969500VFRPFZHH9DFC56"
"PRTAROB1XXX","254900UL9MTTWXIHTP61"
"PRTCGB21XXX","213800FTHNTFBXSUZK52"
"PRTEIT21XXX","8156004690B267245502"
"PRTHNL21XXX","5299004CUF5JZBZVJC58"
"PRTLAOLUXXX","213800JDA8GXK9UN7Z19"
"PRTTLV22XXX","213800S3PME328HYZ792"
"PRTUGB21XXX","549300I8LYOK91HBX439"
"PRTVSKB1XXX","097900BICQ0000134059"
"PRUIUS33XXX","5493009SX8QJBZYIGB87"
"PRUMGB21XXX","213800JDUB2TC3GM5189"
"PRUMGB31XXX","213800JDUB2TC3GM5189"
"PRUTGB21XXX","549300VDPV8QUEZVO116"
"PRUUPTP1XXX","635400VIYABUSTRYT791"
"PRVASKBAXXX","097900BEF50000000569"
"PRVBESB1XXX","95980020140005218292"
"PRVCNL21XXX","724500RZ0FIKHOW1I376"
"PRVFNL21XXX","724500NO3WYTI74Y7G12"
"PRVGZAJCXXX","254900XI7DQ15IRYML27"
"PRVIIT22XXX","259400ED3RMQ05YM5O41"
"PRVLFRP1XXX","969500FJ3N80PY3SJU72"
"PRVMGB21XXX","213800H214DLIBF37749"
"PRVOITM1XXX","21380081WSLNCSRX7115"
"PRVUNPKAXXX","2549005NFP04P9CJUJ84"
"PRXBGRAAXXX","213800A3YBCKWVF3DM64"
"PRXPGB22XXX","5493007IXPR5YS0EK873"
"PRXYGB2LXXX","8945005AM298G1FEZ290"
"PRYLSGS1XXX","549300J8JKCZBPXJRS07"
"PRYMITM1XXX","529900X0H1IO3RS1A464"
"PRYSITMMXXX","529900FV6D5AD99T4286"
"PSABFRPPXXX","9695004ON2K947Z21B87"
"PSADDEF1XXX","5493002G6Y6SPVETC087"
"PSAGFRP1XXX","549300LKT9PW7ZIBDF31"
"PSAICHGGXXX","549300DMIL591ZCRW370"
"PSAMUS33XXX","U4CM8G7R81JF4FNVS566"
"PSANIT3PXXX","81560095E5EB52CB3958"
"PSATPLPWXXX","259400TWXJACJJUE7494"
"PSBCCNBJXXX","300300C1040311005298"
"PSBKLKLXXXX","254900J768NZYO950M41"
"PSBMRUM1XXX","253400UMQ5SYMQC0A110"
"PSBSDK21XXX","5493002YVPVDZH16DX62"
"PSCCKRSEXXX","988400E5HRVX81AYLM04"
"PSCMIT31XXX","815600E367A1C404AD58"
"PSCUIE21XXX","635400UJSBGYZKC2AK86"
"PSECAU61XXX","213800Z3MVLUUB93BX21"
"PSEMUS31XXX","549300PT6CCDYU4VHM41"
"PSEUFI21XXX","743700ZS20QQOFZ82C93"
"PSFCUS33XXX","549300RUKY2I2HQ2AI44"
"PSFFFIH2XXX","9845003DD0EC84CT1507"
"PSGRESMMXXX","549300N94L4D5NDBFG97"
"PSHBRUMMXXX","2534001CP3G4Q59KWT56"
"PSHKHKH1XXX","8755007KRHS1GB053Y71"
"PSIBINBBXXX","335800SUILZU95L98637"
"PSIEGRA1XXX","213800RTIU9M8KW52I52"
"PSINGB21XXX","549300WD664MDCU7L584"
"PSISGRA1XXX","2138003BPEJKCL54BL15"
"PSITITM1XXX","549300MJE0EYLRQ0SS55"
"PSITITMMXXX","549300MJE0EYLRQ0SS55"
"PSKLUS33XXX","549300ZX07JYMI8GHQ39"
"PSNIZML1XXX","213800CUU4DWKKD7DU66"
"PSNRDEH2XXX","529900WCSH33UUPXPH12"
"PSOCRU2PXXX","25340080MLWXGXT26935"
"PSOCRUA1XXX","25340080MLWXGXT26935"
"PSOLDE2HXXX","2138009HB2SUK1ABV560"
"PSPBCA21XXX","3CCUJEU88P85MIG5R153"
"PSPBCAMAXXX","3CCUJEU88P85MIG5R153"
"PSPBCAMMXXX","3CCUJEU88P85MIG5R153"
"PSRGDES1XXX","391200WU1EZUQFHDWE91"
"PSSAATWWXXX","529900RX4K761L5DB983"
"PSSCTHB1XXX","254900ILN5IH9LLYV474"
"PSSSITM2XXX","815600AA62F97BDA5A53"
"PSSTFRPPXXX","96950066U5XAAIRCPA78"
"PSSYZAJJXXX","3789000E98B64959B155"
"PSTIPTPMXXX","213800Q3WACMSCQ5YX36"
"PSTSIE21XXX","635400RCYB4RANPXG230"
"PSVBLALAXXX","213800Z1OEDYC7RETU96"
"PTAANOK1XXX","5967007LIEEXZX75J484"
"PTAIBNBBXXX","549300B0HF260P2JRS30"
"PTAMUS33XXX","RCHLEX768F0OLFP5BQ12"
"PTCBRU8VXXX","253400TD5K0GYG98VH27"
"PTCOCA61XXX","549300JR32EO2KGZQM55"
"PTFIPLPWXXX","2594000FTEG0GNQL1X84"
"PTPCTHB1XXX","549300QOGMPTKB6W7G56"
"PTPRITM2XXX","815600B037959338EC52"
"PTRNBMH1XXX","2636WNFJJ0SRBEFDMO60"
"PTROMYKLXXX","5493003RZQYJM7QGNE15"
"PTRVLCLCXXX","254900ROEPGQJSQAZN74"
"PTTTIT22XXX","81560051671A55DAF750"
"PTYPAUS1XXX","549300R18H3UOREEZ255"
"PUANFI21XXX","7437008D3M45Q20VXT20"
"PUBABDDHXXX","254900FW8U6F3HND5R90"
"PUBGFRPPXXX","21380026K8GC4PFCDP05"
"PUBLPHM1XXX","254900V7U4ISSUGFR887"
"PUCALUL2XXX","549300VK6XSQ3M47W320"
"PUFLHKH1XXX","529900266P1TX5IIS107"
"PUFRITM1XXX","815600683CE5BC2B0D31"
"PUIGESBBXXX","549300C2UL70KS5IC127"
"PUIMGB21XXX","213800YBD7RIGHY2DK88"
"PUINGB21XXX","LCVS0ZFM6BF6PZ5QVY11"
"PULIITN1XXX","8156008BD5A392067E32"
"PULLSE21XXX","529900BGZZZTLLBR1X49"
"PULSDEDDXXX","529900GXEWI4BLMXTJ81"
"PUMADE77XXX","529900GRZ2BQY5ZM9N49"
"PUNBGB22XXX","2138006AACENARGZJ838"
"PUNBINBBXXX","335800LE3GBR6I412V82"
"PUNOESBBXXX","95980020140005017502"
"PUONFI21XXX","743700IQJN2H8TL25G52"
"PUOPFI21XXX","743700GPLZAPCVT4DD07"
"PUOSFI21XXX","743700EUGXN4G6Z6GQ05"
"PUOUFI21XXX","743700M9RASYX94PV904"
"PUPPALTRXXX","549300NO0KFB16R0X782"
"PURABEBDXXX","549300VMNVYC2SN1Y553"
"PUSBCNBQXXX","300300C1211837000026"
"PUSBKR2PXXX","98840019Y9P721BO0L96"
"PUSEGB21XXX","2138009KZO3MK7TV6372"
"PUSRIT21XXX","815600AB2F39B6B3E043"
"PUSSITM1XXX","815600323BCB842FFC81"
"PUTGGB21XXX","213800OI473FSBR52K95"
"PUTNUS31XXX","254900KGIXWLZI5ZDA04"
"PUTSNZ22XXX","549300MPAQJSEDSFFI93"
"PUTZDE6AXXX","5299005Q0A3VKDJ0M375"
"PVAAAU31XXX","875500XB3D72YNPOI114"
"PVALVEC1XXX","254900JEF9EB4EBAHX74"
"PVHCUS33XXX","123WALMHY1GZXG2YDL90"
"PVHENL2AXXX","72450086MO5T4EMZDH17"
"PVIEFRP1XXX","9695009XYDG50AG5NB05"
"PVIHGB21XXX","2138005LNQ88YB4N9X69"
"PVMCUS61XXX","549300QPTRCVVVW4C167"
"PVNDNL21XXX","724500VJ4IH43GZTU336"
"PVOAGB21XXX","2138001939R54S3QAM24"
"PVOFGB21XXX","213800IBHG6SEZ2SR747"
"PVOSITM2XXX","8156000BA156057E0C50"
"PVPBDOS1XXX","549300BAONOLNOF3PE89"
"PVPLITM2XXX","815600DC49DA047E7A05"
"PVPODOS1XXX","894500HAZ7C0TFKHVY08"
"PVPRITM2XXX","815600B274C1A04C1056"
"PVPSITM2XXX","81560043B52A668EDE92"
"PVRBRU4VXXX","253400HY8YZWZJYADF40"
"PVRLITM2XXX","81560015B7E3D241F385"
"PVRRITM2XXX","815600FF448BDFECA593"
"PVRSITM2XXX","8156008B4C29706B0D94"
"PVTBUS44XXX","FDXQ75GPEQKRPWABYN63"
"PVTIBEBBXXX","529900S2BUGUDU5UJ913"
"PVVTHUH1XXX","529900N8X1ZCJG9F7735"
"PWELJMK1XXX","549300CHDT9P405T3N03"
"PWJCUS31XXX","ETYRV6ORNFJB5NONI676"
"PXISGGSPXXX","2138007TW2T6EAHOTJ15"
"PXOSUS33XXX","549300EQW4J4RXDLD359"
"PYACGB21XXX","549300GYXV0GKGK5J765"
"PYCLCAT1XXX","549300LXVFYIVZLFL678"
"PYDNUS61XXX","L2GZWMSRUEFTFNIS0711"
"PYFICA82XXX","25490047WQ1DHZC83A17"
"PYINGB21XXX","549300N5W87B2ISAUG48"
"PYMXMTMTXXX","213800LV3887OL9JK947"
"PYOUFI21XXX","743700GB87YRXFF28K90"
"PYRMUS44XXX","549300A81K8K8KJR9759"
"PYRNGB22XXX","894500SJ5CJBPX7KWD05"
"PYSAFI21XXX","743700F57EZ90VBZ4725"
"PYSEGB22XXX","9845006C713F9G97CF08"
"PYYAGB21XXX","254900AGGKGA82EYEP73"
"PYYENL22XXX","724500K5SWLXCU08JI39"
"PYYLGB2LXXX","213800SD2GIX7QLTSA39"
"PYYMCZPPXXX","315700TUIBLX0D69PS35"
"PYYRLT22XXX","984500C7DA9DE92D9B69"
"PYYSGB21XXX","213800E4ZDFSGEAMPT92"
"PYYVGB22XXX","2138008IWRUHGEMV2X95"
"PZCBCNBPXXX","300300C1138232000025"
"PZCLGB22XXX","213800ATLYK9ETQ3AX94"
"PZENUS31XXX","6735QA45DYBXWQO11N07"
"PZHSDE66XXX","529900JB2S6CH38UQ526"
"PZUAPLP1XXX","49NZZL8TFT85WS6HC217"
"PZUSPLPPXXX","QLPCKOOKVX32FUELX240"
"PZUZPLPPXXX","549300TNSHGVU2UXO005"
