"BIC","LEI"
"ITAUARBAXXX","T5NOGZ4I1PVQD7G46B81"
"ITAUBRSPXXX","BZO2P8KHO2O10H5QQ663"
"ITAUCHZZXXX","549300KJ10X71KOMA788"
"ITAUGB2LXXX","5493009ADHYKU8V9P697"
"ITAUKYKTXXX","5DPO0YNXJOHNTPNIJ867"
"ITAUPTPPXXX","9845000C5D5E144DMB87"
"ITAUUS3MXXX","549300F67OZ0VNPRWK50"
"ITAUUYMMXXX","549300HU8OQS1VTVXN55"
"ITBAATWWXXX","529900JPKYD3K9OY2W04"
"ITBBITMMXXX","81560095E5C286EA9562"
"ITCAPTP1XXX","529900KI5I7A3HRNY084"
"ITEAIT21XXX","8156001A574B7D2C5E17"
"ITEHRU2PXXX","253400D38E021531V531"
"ITELFIHHXXX","7437000I5X6LNQOW6U59"
"ITFDBRSPXXX","549300LXTX6SNEHTF533"
"ITFFUS33XXX","549300LNKU6K5TJCRG93"
"ITFGKYK1XXX","549300NIFDETGGK36P24"
"ITFHNL2EXXX","7245002O69AI0J9FD936"
"ITFIPLP1XXX","259400EYIH7IBJJ8YF42"
"ITFMLUL2XXX","549300YS869GO8JNRX85"
"ITFOIT21XXX","815600C53A3EC69C7179"
"ITFRGB21XXX","549300AWF3TOHRYL7754"
"ITFVGE21XXX","254900QQ4E2OPR07GL90"
"ITGAAU31XXX","26170011XBMUX0N8HI42"
"ITGCCAT1XXX","5HPLP7FVD3SPX7MNDL06"
"ITGDIT21XXX","815600F25FF44EF1FA76"
"ITGDIT21XXX","815600E731A5016E3080"
"ITGHHKH1XXX","54930088A108K3K5M708"
"ITGIUS31XXX","549300S41SMIODVIT266"
"ITGIUS33XXX","549300S41SMIODVIT266"
"ITGLIE2DXXX","213800EEC95PRUCEUP63"
"ITGOIT21XXX","815600C79D0F31F4D395"
"ITGUIT31XXX","815600C52EB6EBC14590"
"ITICGB21XXX","2138004LGCFNXWOWBS49"
"ITIEFRP1XXX","969500G0ERKLWKMEOX07"
"ITIFAU21XXX","984500A3BEAV07478E36"
"ITIGITT1XXX","815600F53F642E3BA424"
"ITIMCAM2XXX","5493007D4E72MSOUTF87"
"ITINROB1XXX","259400XUQG8OT58F7B61"
"ITIOITR1XXX","8156001DF271DAA93774"
"ITISITM1XXX","815600EA7FC205A31A36"
"ITLDINB2XXX","335800TYLGG93MM7PR89"
"ITLLITM1XXX","2138002AG4YCTF6Y6C17"
"ITLOIT21XXX","815600CA3E1754A32C78"
"ITMAFR21XXX","969500389E3GEX8JDE26"
"ITMEFRPPXXX","969500LMMR83QL6TLK43"
"ITMUIT21XXX","815600B141121DCE3738"
"ITOSIT21XXX","815600441470AE33DE55"
"ITPEITM1XXX","8156004E94C19EB9A761"
"ITRCCNB1XXX","300300NIFA1100057377"
"ITREBZB1XXX","213800EVYSBI2KAA8R59"
"ITRGITM1XXX","8156002B405AA3E9ED55"
"ITRIUS66XXX","24F6LSZD18II6ICG6S41"
"ITRRIT21XXX","815600CE74DAFAE58090"
"ITRSIT21XXX","549300L87TNUBT6M3A17"
"ITRYDK21XXX","549300MMBCS52BOFJW87"
"ITSHIT21XXX","815600FC73BABCCB4F68"
"ITSIITM1XXX","815600A17A45C8A95C27"
"ITSLIT21XXX","8156001DF7FB6ED7F050"
"ITSRPKK1XXX","25490078AFJM7QYBG842"
"ITTBIT21XXX","8156000ECEEBB93B4F66"
"ITTCITM1XXX","8156004C3711C92F7648"
"ITTDUS31XXX","549300LNKU6K5TJCRG93"
"ITTFITR1XXX","81560097B4F65C4E4946"
"ITTIFRP1XXX","9695004SRRKKG3CMUR77"
"ITTLPRS2XXX","9845005B6CD5TXA3V347"
"ITTPIT2MXXX","815600A029117B20DD63"
"ITTRROB1XXX","254900DYSBI0RJ2M0E66"
"ITTSITM1XXX","549300UM31PJ24TTSR94"
"ITTTIT21XXX","8156001C29F8180D7059"
"ITTUITM1XXX","815600EA8B8AD8470771"
"ITULPRSJXXX","894500H1QMDYIJRQMN75"
"ITUSUS31XXX","5493008E85XK12EKYI22"
"ITUSUSP1XXX","5493008E85XK12EKYI22"
"ITVIIT21XXX","81560013DE9471442469"
"ITVPGB22XXX","ZLECI7ED2QMWFGYCXZ59"
"ITWAIT21XXX","213800VELZNZPB4AAD87"
"ITWBITM1XXX","815600251190FB2E7172"
"IUFSIT21XXX","8156008F264EAAFE5367"
"IVACUS32XXX","254900DBQX5O18K6YF32"
"IVADCAT1XXX","5493000EB732GO3MMK19"
"IVAENL21XXX","7245005F85AV9CD6HX88"
"IVAIFR22XXX","9695004ILU31GE9D5R38"
"IVALESMMXXX","529900GS9BX04BZ5JP94"
"IVANGB21XXX","213800NH6YFH1P7BQJ09"
"IVCAFRP1XXX","9695001347FT1CMYYU26"
"IVCCBRR1XXX","549300CO4Q7A6U0PDU26"
"IVCLGB21XXX","5493001IJDNTO59MP083"
"IVCPSGS1XXX","5493005Z8DS34VX6U481"
"IVCQGB2BXXX","5493000Y4FS5LU4IPV32"
"IVDCRUMMXXX","253400KDCJH4J89WM664"
"IVECAU21XXX","21380084NPZQSVLFJ124"
"IVEIGB21XXX","213800J5ITBY3DSPU157"
"IVEMCY21XXX","F68F5WN6OGTEHIP5ZT82"
"IVEOGB21XXX","213800RW4997SJUBJW02"
"IVESCHZZXXX","213800I4BU18JONP9V25"
"IVESGB2LXXX","84S0VF8TSMH0T6D4K848"
"IVESIE2DXXX","635400LI4QMLUFFT9Y68"
"IVESMUMUXXX","213800VEN92NOOOJF520"
"IVESZA31XXX","378900CEE329BEA35C22"
"IVESZAJ2XXX","378900CEE329BEA35C22"
"IVESZAJJXXX","549300RH5FFHO48FXT69"
"IVESZAJSXXX","549300PU0T1YNEGI0829"
"IVFILT21XXX","5299005I3MGZVBQXY833"
"IVFMBGS1XXX","254900PSCFOPH8SBJ277"
"IVGECH21XXX","5067006CL788T896JG80"
"IVGECHG1XXX","5067006CL788T896JG80"
"IVGGIT21XXX","529900BE3HSPTF10F408"
"IVHPSGS1XXX","549300CQKSICKUF2ZG18"
"IVIIGB21XXX","213800ZFPB9QVTCYTE24"
"IVISITR1XXX","815600FB5B6262482D60"
"IVLCUAU2XXX","2549004HQRTM88ES4D15"
"IVLLUS61XXX","Z3MU650ZFGLYFSRINB42"
"IVMLGB21XXX","213800BUP533SXZZ5N61"
"IVMMAUS1XXX","5493002TDQ0RJOVCSN43"
"IVMVNL21XXX","724500ABEQD7OYNKY858"
"IVNIDKK1XXX","549300EPB8RQZ05XVH58"
"IVNVDKK1XXX","5493006FE3VBJQ8KW293"
"IVPTGB21XXX","213800I4IKUQ2V3K8D40"
"IVSBMXM1XXX","4469000001BMZDOZ6863"
"IVSEPLPPXXX","259400NVS1KN82U4J717"
"IVSGITM1XXX","529900BUVMOECVUTQO64"
"IVSLUS31XXX","5X2LLWIMJN6WIS0TJ422"
"IVSMTRI1XXX","7890005YQXBTRIYDY554"
"IVSNDKK1XXX","549300W51EFFDJX7LT83"
"IVSOILI1XXX","549300X8NGW9C5OJZU13"
"IVSTFRP1XXX","96950038TRM0J14DBB66"
"IVTACH22XXX","5067008K5QL23Q19US34"
"IVVAGB21XXX","984500B584B3B2CB9473"
"IVVOGB21XXX","549300WD664MDCU7L584"
"IVVRSES1XXX","5493008S0C1NNCV8Y088"
"IVVSPTPLXXX","529900GZL0HS66P9SW37"
"IVZLBMHHXXX","ECPGFXU8A2SHKVVGJI15"
"IWAIJPJ1XXX","5493008MX11GHEG2I105"
"IWIIZAJJXXX","378900CEE329BEA35C22"
"IXABCNBXXXX","300300C1091161000048"
"IXEEMXM1XXX","5493002C56S2RYRKJ580"
"IXIAFRPPXXX","969500YVSB0RNS7OCS11"
"IXMIFRP1XXX","KX1WK48MPD4Y2NCUIZ63"
"IYMDTRI1XXX","789000A78TPDGREZSN84"
"IYMETRI1XXX","789000YO4LQALVBKBK06"
"IYOBJPJTXXX","549300WDPFPR0TE6OX32"
"IYOBSGSGXXX","5493002WB720ELK1SI36"
"IYRCCNB2XXX","300300C1117936000064"
"IZNEFRPPXXX","969500VN5M9KMG1UPX15"
"IZOLMTMTXXX","2138003IGGAUDLPNC244"
"JAADFIH1XXX","743700V4PNGB51ZQOR76"
"JAALUS31XXX","549300DPPRM8YBBRMT15"
"JAAPAU22XXX","5493008L7X1TYN17K544"
"JABSGB21XXX","213800ABZ1O2Q65O2834"
"JACIIE21XXX","6354001FBQ72VQFURM36"
"JACNIE21XXX","635400GTQNBXIALUUZ36"
"JACPGB21XXX","213800OM9UEOFXJU2R36"
"JACRCHG2XXX","549300LH3IWWTHU2LD07"
"JACSIND1XXX","335800ZEH4TFIY19RG65"
"JACUIE21XXX","635400ZGMATWUBSG9E16"
"JAGOHKK2XXX","984500F711567EDB8885"
"JAHCUS33XXX","KD833U13JEIGETBW2749"
"JAHGDE88XXX","5299008EBTF872QNX752"
"JAIAGB21XXX","213800HBDYZM8J5CHJ19"
"JAIMGB21XXX","213800HBDYZM8J5CHJ19"
"JAITGB21XXX","549300705EBCYY87PV71"
"JAIZNGLAXXX","0292004535H2Q4BF7C84"
"JAKAINBBXXX","3358003EPKRYNVG21Y80"
"JAKMSE22XXX","549300LQR5JY5EOLWS35"
"JAMTGB22XXX","9845001000870E66AA17"
"JAMUBDDHXXX","549300GOANEUFIDND260"
"JANAGB22XXX","2138008GGHD1Q6OZZ280"
"JANBBDDHXXX","549300NP4O0KCIFBR344"
"JANCUS51XXX","G7D5LKZKIBRMES6BO437"
"JANDESS1XXX","959800G42HFTN7MWAY79"
"JANEJPJTXXX","35380095NSE6UXTJGX46"
"JANNUS31XXX","549300QQRY1JCFQHYS08"
"JAOEDK21XXX","5493004R8SDF9NL3OF42"
"JAOPFI21XXX","74370055K4A4WHBSWC21"
"JASCINB1XXX","254900VHP1XLKACP1S60"
"JASFGB21XXX","549300ZHEHX8M31RP142"
"JASNNL21XXX","549300AE0DWETJDYFB29"
"JASSFI21XXX","7437008VU2NRJXAZXB79"
"JATDCNS1XXX","549300G0BRF4NTRXGW03"
"JBBKAZ22XXX","213800KV5KMVMN5HCC92"
"JBBRFRPPXXX","9695005EOZG9X8IRJD84"
"JBLUAT2HXXX","529900ALAAK3RM57YF71"
"JBNMNZ21XXX","549300LKNMTCNMPT7A11"
"JBRCCNBYXXX","300300C1224032000076"
"JBTSJPJ1XXX","353800MXEHWCAG5X1994"
"JBWANZ21XXX","5493003ZCWT6KYU7FW22"
"JBWEAU31XXX","FGGD2R1VDFRPRIX22S49"
"JBWLAU31XXX","549300GGFLRSTQ15VF10"
"JCAEBE9AXXX","213800QROYZWHBKS7A94"
"JCALHKHHXXX","213800Z1YSZTCTGENQ23"
"JCAMRUMMXXX","253400GCG0X8W4X00156"
"JCCAGB21XXX","213800QW6E4NZL29SP43"
"JCCYRU21XXX","25340031R6A1E6TW7M44"
"JCDXFR22XXX","9695009KV7AFPDEI5S30"
"JCFORUMMXXX","253400UERQYEKFELB483"
"JCGRFRPPXXX","969500DNYK9DX5BM8B05"
"JCKULT21XXX","254900WRGB5SQ6J5AA39"
"JCLFFRP1XXX","969500RKNIS64O687M75"
"JCMAES21XXX","95980020140005754896"
"JCMLGB22XXX","213800JHBLEXOBIP9R49"
"JCMMRUM1XXX","253400F9BNM0J4HH4N30"
"JCMSGRA1XXX","213800RXNXMJB2ZSHA68"
"JCNIRU51XXX","2534000ND6AY20VNR640"
"JCRAJPJ1XXX","35380002378CEGMRVW86"
"JCRRCNB2XXX","300300C3201353000045"
"JCSIUS33XXX","CYYGQCGNHMHPSMRL3R97"
"JCZERU31XXX","2534000UYV6DNA2AHY07"
"JDIBJOAMXXX","894500LQ0Y8JBQHZSI59"
"JDMACA91XXX","549300D83GR71RNG0O65"
"JDRCCNBYXXX","300300C1247722000064"
"JDRECNBDXXX","300300C1202132000064"
"JDROCNB1XXX","300300B0420H22010009"
"JECIUS31XXX","5493004SW9992QDUT836"
"JEFFAU2XXXX","549300X7WDTDGFQ5TM92"
"JEFFCATTXXX","54930050MHSF2TWISS36"
"JEFFDEFFXXX","5493004I3LZM39BWHQ75"
"JEFFGB2XXXX","S5THZMDUJCTQZBTRVI98"
"JEFFHKHHXXX","549300NUP2MJOCL4Q619"
"JEFFUS33XXX","58PU97L1C0WSRCWADL48"
"JEIMGB21XXX","549300E8L0ETO8GRJR95"
"JEIPINB1XXX","549300RYCNYHUWYKP329"
"JEJAJPJ1XXX","549300U9HVFGR0500U77"
"JEJPSGSGXXX","254900DHWOZ32SMCYQ10"
"JELLDK21XXX","549300B65M1U9FENOW23"
"JENKGB21XXX","213800AFQW3ASUKG7I91"
"JEONKRSEXXX","988400Q859G2UG51UX20"
"JERGPTPLXXX","259400A8SZP10GB5IB19"
"JERNNO21XXX","5967007LIEEXZX8YCG57"
"JERSILITXXX","549300FMB5FGSDWKK368"
"JFGLUS32XXX","254900YUMD4CG5TD3D77"
"JFIFCA82XXX","984500149KFIB0EB9E32"
"JFIMHKHHXXX","5493006DKST2MXVG4R57"
"JFSSSGS1XXX","R4JP3Q69EBZT5QTDBY11"
"JFUDKYKYXXX","549300H7LZXRR4ME6270"
"JGBAJOAMXXX","549300P475H9B1VU3K77"
"JGBCJPJ1XXX","549300JHM7D8P3TS4S86"
"JGRCCNB1XXX","300300C1185632000043"
"JGRMCNB1XXX","300300C1116132000078"
"JGROCNB1XXX","300300C1326332000051"
"JHBAGB21XXX","213800GEIK9AZNTJVZ29"
"JHCBCNBJXXX","300300C1092633000074"
"JHIMGB21XXX","213800J23UDOYX616925"
"JHOTCHZZXXX","549300P4PXJT26P1MU82"
"JHPLGB21XXX","2138002R77PYY7AEKF25"
"JHRCCNBHXXX","300300C1189132000021"
"JHROCNBCXXX","300300C1308522000092"
"JIBKGB2LXXX","213800WMLZ87OAYT3X87"
"JICCCNSJXXX","300300C1083841000002"
"JICIRUM1XXX","253400THGNF0UK0D2657"
"JICRJPJTXXX","353800TQLZU05I6U5T29"
"JIFBJOAMXXX","254900DTDIHVVRYKOB34"
"JIMPAU21XXX","549300DJTBJ235LYP212"
"JIRCCNB1XXX","300300C1154632000030"
"JIRMCNB2XXX","30030005BUDJG2EJ1B35"
"JISSTWT1XXX","2549004SJEOIP7JOYD67"
"JJFIUS52XXX","984500V149KFIB0EB902"
"JJRCCNBRXXX","300300C1133832000097"
"JJSDJPJTXXX","353800FS52Z4ZWJFA734"
"JKBAJOAMXXX","558600RJSKQ06MTHV135"
"JKSPLKL1XXX","2549000AMI28C7939111"
"JLBKCNBJXXX","300300C1086722000009"
"JLECBE71XXX","549300AKYALVKKLSOF08"
"JLEMUS31XXX","549300BVR9AUZB18HW43"
"JLFIGB21XXX","9845005ACEF4U07D1Z84"
"JLLCGB21XXX","9845005ACEF4U07D1Z84"
"JLLLKYK1XXX","549300PVTTOLMNI0GA40"
"JLRXGB22XXX","213800WSGIIZCXF1P572"
"JLSECHGGXXX","254900VRRJZ75A7KPI73"
"JMATGB2LXXX","2138001AVBSD1HSC6Z10"
"JMBNRSBGXXX","747800J0QBFECJQFEM71"
"JMCINL21XXX","724500LW8RN89XNAC840"
"JMCMGB21XXX","213800DSWHX26RRA1N75"
"JMFAINB1XXX","254900VSKVYY7FY6DS05"
"JMFIINB1XXX","2549003AOK7ESGAHQD79"
"JMFPINB1XXX","254900VSKVYY7FY6DS05"
"JMFSMTM1XXX","529900N7YYVZLTVTZ734"
"JMIGATW1XXX","5299004VBKW07WT9R859"
"JMJAJMKNXXX","549300Y1ER96P65SWW07"
"JMLUUS31XXX","2549004XO8LFW6OLD674"
"JMMBJMK1XXX","213800QZ3DCH7RYKTE53"
"JMMBTTPSXXX","254900BQYYPMVX35IJ81"
"JNACUS33XXX","549300FH843OWV8IPG14"
"JNBKUS44XXX","IWRZQFYIRJ0IMURZBB68"
"JNBSJMKNXXX","213800N9IIJR149KZ535"
"JNCBJMKXXXX","549300XR1SIQ5DT33R37"
"JNFXGB2LXXX","213800GJE1F89TNGZS70"
"JNSCUS31XXX","254900YTXW3SC3FBPV33"
"JNSHCNBNXXX","300300C1088137000022"
"JNVENL21XXX","724500P271ZH4UQUX457"
"JOASLU22XXX","254900LVNLK50OX8LQ10"
"JOCIBEBBXXX","2138002MOUW7MFTDEF84"
"JOCUIE21XXX","63540069ILR6MYG9XA11"
"JODCFR21XXX","969500UMN0I81FGDFL82"
"JODELUL1XXX","RUOKPID0PZ0UWJYU9J61"
"JODIBRS1XXX","5493001LS7J56NZZ3G07"
"JOEULUL2XXX","222100ASRGLGU95SM714"
"JOEXAEADXXX","213800V1TZ5IPI3X3417"
"JOHNUS31XXX","88KRVSOEKUGQZJ3DKW55"
"JOIEGB21XXX","213800DIYIKDWRCFOC55"
"JOISUS61XXX","2138008JJ5PA8H5UIL69"
"JOITUS51XXX","549300SMIU4R1RSNLX11"
"JOJOBE22XXX","549300YEC7519H8CBF72"
"JOKLISR1XXX","254900UJN53SXXDTDW26"
"JOKULT21XXX","254900KGEKIDF2ZQZF15"
"JOLIFR21XXX","9695000VB41A5PKG9093"
"JOMANOK1XXX","213800MTCBLX12RLVP59"
"JONBCY2IXXX","549300TGUOUK4B24S925"
"JONBJOAXXXX","213800N5GBDVDJHAJK60"
"JONBPS22XXX","2549009NFZU04JBKYQ70"
"JOOSFI21XXX","743700YIQDI229VCF807"
"JOSSFI21XXX","7437000YE37J35JJA860"
"JOTPAU31XXX","213800EM6BT4AHJDKX45"
"JOWSUS33XXX","5493003XM719UN7E8P64"
"JOYOJPJTXXX","549300GJDYJNN6MDVX74"
"JPALAU21XXX","894500YDBW99X66UMN80"
"JPASGB22XXX","213800ZSX8888YLFDT35"
"JPCCBRS1XXX","BMSV765KS3ZUWB7LXV33"
"JPEUUS31XXX","254900D1YV8UKJKEHK19"
"JPLIIE21XXX","635400ZM7HW3CXPHA583"
"JPMAAU2XXXX","549300Z0AVQF0QSFQV15"
"JPMATWT1XXX","5493007XKH607S1KJV92"
"JPMBIE2DXXX","549300Q5VVMOFZGJNF15"
"JPMCBRS1XXX","5493005CBZDLX481ZM09"
"JPMEZAJJXXX","549300R3H5XXNLWIOY79"
"JPMGSARYXXX","549300HST49806XTCK29"
"JPMMGB2LXXX","5493002SLHKGT77FYU25"
"JPMRUS31XXX","ZBUT11V806EZRVTWT807"
"JPMSAU21XXX","549300Z0AVQF0QSFQV15"
"JPMSCATTXXX","549300F310BOLPDDZ813"
"JPMSGB2LXXX","K6Q0W1PS1L1O4IQL9C32"
"JPMSSGS1XXX","549300JC6II4Z5801517"
"JPMSTWT1XXX","549300411SG58OR0YJ50"
"JPMSZAJJXXX","549300AC4BZFPGVSDO69"
"JPPSJPJKXXX","5493006JVO6N2HC2XZ76"
"JPSESGS1XXX","R4JP3Q69EBZT5QTDBY11"
"JPSTTHB1XXX","549300DW8IRT0GVC9N77"
"JPTRGB2LXXX","549300GK9KWVQKHQ5S16"
"JPUTGB21XXX","5493000HHTSNKGSUQO52"
"JRAMSES1XXX","213800IGL3A63R6G2948"
"JRCBCNBYXXX","300300C1152132000018"
"JRCCCNBHXXX","300300C1378133000067"
"JRCOCNB2XXX","300300C1181236000007"
"JRCUCNB2XXX","300300C3240632000013"
"JRZCCNBNXXX","300300C1158932000039"
"JSBAUS41XXX","549300RXHLK3XT6SD946"
"JSBBBSN1XXX","549300XFU1NPZZ47SX90"
"JSBCRU4NXXX","253400W0VR3AMTA4A414"
"JSBKJPJTXXX","353800M9FE5Q42ZFZ592"
"JSBLBHBMXXX","549300DB02FJSSLITX24"
"JSBLPKKAXXX","549300KKIZ6TSRIP5898"
"JSBSRU2PXXX","253400BEVESMWQRXBQ11"
"JSCBCNSHXXX","300300C1116632000061"
"JSCCJPJ1XXX","549300JHM7D8P3TS4S86"
"JSCMPKK1XXX","213800A6ROLXD5G13B92"
"JSCORU4PXXX","2534003K6H2HYV034349"
"JSCVRUM2XXX","253400S7032SMH1CJ918"
"JSESUS31XXX","549300HXJLXCPDWAH070"
"JSFTJPJ1XXX","3538000FYEWEUFDCS891"
"JSGRITM1XXX","815600CE365E21043452"
"JSHBCNBJXXX","300300C1090414000041"
"JSIBTWTPXXX","5493005UYWJ8DEI8W790"
"JSNMRUMMXXX","253400D1T9WFNN3BTT91"
"JSPLLKL1XXX","254900Z3X5148CZE7426"
"JSRCCNBCXXX","300300C1368322000057"
"JSRECNB1XXX","300300C1115032000096"
"JSROCNB2XXX","300300C1117632000027"
"JSSILV21XXX","259400SKTDDROKYI3Y90"
"JSTCJPJ1XXX","353800F56I8Z01ANU962"
"JTBPCZPPXXX","31570010000000043842"
"JTBPSKBAXXX","097900BHFR0000075034"
"JTCBCNBJXXX","300300C1114122000028"
"JTFLUS41XXX","549300ZIBGCG0W5V8P46"
"JTPPSGS1XXX","549300NJ14K1JD7ET710"
"JTRCCNBTXXX","300300C1217932000070"
"JTRNGB21XXX","213800IKZ1Z1BOI2RL67"
"JTROCNSTXXX","300300C1117132000044"
"JTSBJPJTXXX","549300300IVF7LGDV529"
"JUCSITM1XXX","8156006911A442FC1C43"
"JUGFCHZ1XXX","5067009P1FZ2518F1197"
"JUINJPJ1XXX","LJ75NJJ4OTU9R5ABOJ82"
"JUKULT21XXX","213800I1CALWZMPA5V05"
"JUMEUS44XXX","549300WON3KBWRTDLX44"
"JUNGDEHAXXX","529900PHZORTU6FSXE73"
"JUNIUS31XXX","529900DLZWO72SDNLM52"
"JUOPDKK1XXX","5299000NAW3RQAVXMI33"
"JUPSMYK1XXX","254900MXIHC40TT9X511"
"JURLIT21XXX","8156004AA55E355F1483"
"JUROJPJTXXX","549300RFU3D1M30ZZA20"
"JURRIT21XXX","815600F744D68D41EA47"
"JURTGB22XXX","P5SP0XPUO3I6PBITKC96"
"JUSLIT21XXX","815600AFFB219571E004"
"JUSNCY21XXX","52990029TKC9LBIJWM35"
"JUSSITM1XXX","81560053FCFD51C66D41"
"JUTENL21XXX","549300HFXRW8BZRK3J17"
"JUTENL2AXXX","549300HFXRW8BZRK3J17"
"JUTLUS41XXX","PQLMYUFDGPG4H0E88R88"
"JUTMGB21XXX","549300NMK53ZO7KHAR59"
"JUVAUS32XXX","549300R20AB76CQEH402"
"JUVEITT1XXX","815600A253A0AF58C166"
"JVBABE22XXX","549300Y3RTKH8O8DYY87"
"JWMSJPJ1XXX","3538006RYDPHCFAXYU23"
"JXRCCNBJXXX","300300C1118136000096"
"JXROCNBBXXX","300300C1114932000080"
"JXRRCNBRXXX","300300C1191732000049"
"JYBADKKKXXX","3M5E1GQGKL17HI6CPN30"
"JYBAGIGIXXX","213800WRWWDT3HW3HE26"
"JYCBCNSHXXX","300300C1114732000048"
"JYHRCNBCXXX","300300C1133632000065"
"JYNSCNBCXXX","300300C1305651000009"
"JYRCCNBCXXX","300300C3127022000052"
"JYROCNB1XXX","300300C1116732000077"
"JZCBCNBJXXX","300300C1081421000061"
"KAAIDK21XXX","5493001FNSV2PI0GR971"
"KAALUS31XXX","9845009A1SC94A8FEA29"
"KABANL2AXXX","5493009SXBGGW7I37Y31"
"KACABGS1XXX","259400MZ26PMTB5ZSQ73"
"KACBNG21XXX","254900KVOZA3L72NJT75"
"KACCKWKWXXX","549300JWXZAV7QL16W86"
"KACDUS62XXX","5493001WLH6CGZOJVX22"
"KACHUZ22XXX","25340010D9W9PXFT0W10"
"KACORU21XXX","253400F1C0J3H75V5935"
"KACUPHM2XXX","254900X4ZMKI345ZS168"
"KADRSI21XXX","5493001X8GMKQO84H549"
"KADTNL21XXX","724500PO9025H5KJ5353"
"KAFBMY21XXX","254900RE3TYIWVD4VK13"
"KAFBMYKLXXX","254900RE3TYIWVD4VK13"
"KAFDMYK1XXX","254900RE3TYIWVD4VK13"
"KAFIJPJ1XXX","353800KA15Y0DCPWYY65"
"KAFNAT21XXX","5299005K04JUZBZIIE85"
"KAFUHKH1XXX","254900W7BLCFW0P9S190"
"KAGOJPJTXXX","3538009CA3D9GDYHT632"
"KAGPCHZZXXX","5493003IFJJTOQXOVU82"
"KAHETRI1XXX","789000FO6JJW530ANZ83"
"KAHYDE31XXX","529900LMP4SAVGSEZG85"
"KAIFDK21XXX","549300M77KOOX4N4ST65"
"KAIGKRS1XXX","988400SR8XGNC82K2Y53"
"KAIIIT21XXX","81560035D4DB5B8FBC46"
"KAIMGB21XXX","213800HYKXTMZXGI1M84"
"KAITITM1XXX","815600B9F101ADEF1D53"
"KAIVKYK1XXX","2221007YQY3CI143X504"
"KALCHR2XXXX","3157001H8N2Q741MIT70"
"KALUINAAXXX","335800WWUTVNXQETIF86"
"KAMIGB21XXX","2138008RTFDU4QBT5686"
"KAMMUS31XXX","549300O1XUPMKDTYZX74"
"KAMOTHB1XXX","5493003HV4ICBEQYBO97"
"KAMRSES2XXX","5493005OXHDNL864UI78"
"KAMTCHZZXXX","50670051B3YT5T2M4748"
"KAMUIE21XXX","635400JG8GZZSHCDLD80"
"KANEJPJ1XXX","3538009IV9F0ZXPK5Z39"
"KANMDEF1XXX","529900HVWMQ56JCQCM64"
"KANTESBBXXX","894500H5A40M74CYOE20"
"KANTGB2LXXX","213800G2682LV7UAU667"
"KAOAFI21XXX","743700V2NMNCS085TJ90"
"KAOCJPJTXXX","353800HM38HFCB8RGL63"
"KAOKFI21XXX","743700HPFK5TOZEID048"
"KAOLBGS1XXX","2594009OZZQZDNQS0M10"
"KAOSFI21XXX","74370015P9XEIXDVY637"
"KAPFSES1XXX","549300KXK2BI4PYWQ807"
"KAPLFIH1XXX","7437002849CUIJZR0H57"
"KAPRITM1XXX","549300J57FPGYEI4IO14"
"KAPVATW1XXX","529900TXPMGGJR19EY42"
"KARAAU31XXX","2549007IKTLPD3D0XF31"
"KARBINBBXXX","335800G1GTTVASBXVW10"
"KARNUS61XXX","549300W19TN6A5K46H71"
"KAROFRP1XXX","969500S2SCOUOJ4F1V40"
"KARPSGS2XXX","984500E9853D1B2CAF18"
"KARSDE66XXX","5299004R4U60UMXLSE36"
"KASDIDJ2XXX","549300RK1K905795P160"
"KASICNBSXXX","300300C1063344000036"
"KASITHBKXXX","5493004COSQ54937AW41"
"KASLJPJ1XXX","MB56QSRJ3E5ZE1TK5Y54"
"KASNGRA1XXX","213800OIUUC13DOYFC20"
"KASOFI21XXX","7437006W45FD922EYI27"
"KASPITN1XXX","815600BD87B3EACDB916"
"KASSTWT1XXX","5493004ZN3KE1X17MG42"
"KASYCY21XXX","549300GQQTXQWZLYWH30"
"KAUSFI21XXX","743700JLRONKNUWLYD47"
"KAYMGB22XXX","254900TVLTHLQW07RO59"
"KBAGCH22XXX","HTQNUFL6OI5TZ7V7SI73"
"KBAMKRS1XXX","9884004XGHBLMVZ1XS10"
"KBAMKRS1XXX","9884006M4MAZK0JVRY75"
"KBBECH22XXX","4T0J6O251JXNEB0VEZ08"
"KBCABEBBXXX","549300HE8I5BAH78Z875"
"KBCAIE31XXX","967600223O3I54O3X437"
"KBCEMTMTXXX","254900D2BX6SWWJH9S37"
"KBCFGB2LXXX","TUJEXRL8G554770XYV09"
"KBCILULLXXX","213800PN8BSF31FXFM06"
"KBFGFRPPXXX","969500ZKXE1NM0UBUP47"
"KBGGNO2KXXX","5967007LIEEXZXJ9HK73"
"KBIAFRP1XXX","96950006AZGTGQQDR914"
"KBIZSI21XXX","549300WLK330OXO4QV57"
"KBLXFRPPXXX","549300KGF2GKSYXF4A43"
"KBLXLULLXXX","KHCL65TP05J1HUW2D560"
"KBLXMCMCXXX","549300JWO836U8W2PR12"
"KBMASI2XXXX","549300J0GSZ83GTKBZ89"
"KBMFYESAXXX","254900R1O44TA64PVL45"
"KBNKIDJ1XXX","25490075PGS91BAA5X57"
"KBNONO22XXX","5967007LIEEXZX4R4058"
"KBRCUS44XXX","5493004JQSNL1EXDM505"
"KBRGUS31XXX","549300QYZ5CZYXTNZ676"
